year;areakm;municipality;geocode_ibge;state
2007;0,11769884958596097;Sapezal;5107875;Mato Grosso
2008;0;Sapezal;5107875;Mato Grosso
2009;0;Sapezal;5107875;Mato Grosso
2010;0;Sapezal;5107875;Mato Grosso
2011;0;Sapezal;5107875;Mato Grosso
2012;0;Sapezal;5107875;Mato Grosso
2013;0;Sapezal;5107875;Mato Grosso
2014;0;Sapezal;5107875;Mato Grosso
2015;0;Sapezal;5107875;Mato Grosso
2016;0;Sapezal;5107875;Mato Grosso
2017;0;Sapezal;5107875;Mato Grosso
2018;0;Sapezal;5107875;Mato Grosso
2019;0;Sapezal;5107875;Mato Grosso
2020;0;Sapezal;5107875;Mato Grosso
2021;0;Sapezal;5107875;Mato Grosso
2022;0;Sapezal;5107875;Mato Grosso
2023;0;Sapezal;5107875;Mato Grosso
2024;0;Sapezal;5107875;Mato Grosso
2025;0;Sapezal;5107875;Mato Grosso
2007;306,2692749468875;Serra Nova Dourada;5107883;Mato Grosso
2008;8,95737389701136;Serra Nova Dourada;5107883;Mato Grosso
2009;17,810216316748008;Serra Nova Dourada;5107883;Mato Grosso
2010;0,51894026955317;Serra Nova Dourada;5107883;Mato Grosso
2011;5,271157297777582;Serra Nova Dourada;5107883;Mato Grosso
2012;10,741348585402855;Serra Nova Dourada;5107883;Mato Grosso
2013;16,08760129634181;Serra Nova Dourada;5107883;Mato Grosso
2014;3,0216426329704245;Serra Nova Dourada;5107883;Mato Grosso
2015;3,928206125120226;Serra Nova Dourada;5107883;Mato Grosso
2016;2,0796483989038204;Serra Nova Dourada;5107883;Mato Grosso
2017;5,1756140939851765;Serra Nova Dourada;5107883;Mato Grosso
2018;8,032895110611088;Serra Nova Dourada;5107883;Mato Grosso
2019;0,4956729058613375;Serra Nova Dourada;5107883;Mato Grosso
2020;2,2019092679686745;Serra Nova Dourada;5107883;Mato Grosso
2021;3,07031854085697;Serra Nova Dourada;5107883;Mato Grosso
2022;4,061272040155021;Serra Nova Dourada;5107883;Mato Grosso
2023;1,2876640036983071;Serra Nova Dourada;5107883;Mato Grosso
2024;1,3300402187110163;Serra Nova Dourada;5107883;Mato Grosso
2025;0;Serra Nova Dourada;5107883;Mato Grosso
2007;2497,7295593343692;Sinop;5107909;Mato Grosso
2008;47,38026477672761;Sinop;5107909;Mato Grosso
2009;6,823360667916081;Sinop;5107909;Mato Grosso
2010;3,8107698567585575;Sinop;5107909;Mato Grosso
2011;8,00420619917675;Sinop;5107909;Mato Grosso
2012;5,95430760120586;Sinop;5107909;Mato Grosso
2013;20,493209623157163;Sinop;5107909;Mato Grosso
2014;3,961609841025639;Sinop;5107909;Mato Grosso
2015;5,19951654690115;Sinop;5107909;Mato Grosso
2016;4,929971799908911;Sinop;5107909;Mato Grosso
2017;7,255216263979694;Sinop;5107909;Mato Grosso
2018;33,81561172802882;Sinop;5107909;Mato Grosso
2019;72,47842394019557;Sinop;5107909;Mato Grosso
2020;10,010187659335893;Sinop;5107909;Mato Grosso
2021;6,403567927589182;Sinop;5107909;Mato Grosso
2022;4,814263760212189;Sinop;5107909;Mato Grosso
2023;4,671141702702229;Sinop;5107909;Mato Grosso
2024;3,3665323293117924;Sinop;5107909;Mato Grosso
2025;4,030666749968191;Sinop;5107909;Mato Grosso
2007;2214,86123171011;Sorriso;5107925;Mato Grosso
2008;2,07978021384482;Sorriso;5107925;Mato Grosso
2009;0,7983236092610739;Sorriso;5107925;Mato Grosso
2010;0,3318573104808402;Sorriso;5107925;Mato Grosso
2011;0,5348200096209379;Sorriso;5107925;Mato Grosso
2012;1,6325560984292158;Sorriso;5107925;Mato Grosso
2013;0,44265207895497904;Sorriso;5107925;Mato Grosso
2014;0,161995536978323;Sorriso;5107925;Mato Grosso
2015;0,12122578650758506;Sorriso;5107925;Mato Grosso
2016;0,4345933119227789;Sorriso;5107925;Mato Grosso
2017;0,5273853834461553;Sorriso;5107925;Mato Grosso
2018;0,2571680217068248;Sorriso;5107925;Mato Grosso
2019;0,06496431340930557;Sorriso;5107925;Mato Grosso
2020;0,17160583111003305;Sorriso;5107925;Mato Grosso
2021;0,39568952307930966;Sorriso;5107925;Mato Grosso
2022;0;Sorriso;5107925;Mato Grosso
2023;0,7005974426572169;Sorriso;5107925;Mato Grosso
2024;1,338177761639334;Sorriso;5107925;Mato Grosso
2025;0,0963293910171059;Sorriso;5107925;Mato Grosso
2007;4225,569622114553;São Félix do Araguaia;5107859;Mato Grosso
2008;206,39063671567268;São Félix do Araguaia;5107859;Mato Grosso
2009;13,952433005135227;São Félix do Araguaia;5107859;Mato Grosso
2010;5,856455380782698;São Félix do Araguaia;5107859;Mato Grosso
2011;16,554631597244583;São Félix do Araguaia;5107859;Mato Grosso
2012;16,056468092941703;São Félix do Araguaia;5107859;Mato Grosso
2013;13,680747948836757;São Félix do Araguaia;5107859;Mato Grosso
2014;19,88343429803001;São Félix do Araguaia;5107859;Mato Grosso
2015;17,650097891841067;São Félix do Araguaia;5107859;Mato Grosso
2016;4,907040574354902;São Félix do Araguaia;5107859;Mato Grosso
2017;6,721222841432316;São Félix do Araguaia;5107859;Mato Grosso
2018;31,462077417901032;São Félix do Araguaia;5107859;Mato Grosso
2019;12,666700522673468;São Félix do Araguaia;5107859;Mato Grosso
2020;16,672446540792414;São Félix do Araguaia;5107859;Mato Grosso
2021;21,226093126830964;São Félix do Araguaia;5107859;Mato Grosso
2022;33,511157746759984;São Félix do Araguaia;5107859;Mato Grosso
2023;34,00238054421428;São Félix do Araguaia;5107859;Mato Grosso
2024;15,334836906850386;São Félix do Araguaia;5107859;Mato Grosso
2025;21,86808069959085;São Félix do Araguaia;5107859;Mato Grosso
2007;1528,2252129581905;São José do Rio Claro;5107305;Mato Grosso
2008;16,21296513450034;São José do Rio Claro;5107305;Mato Grosso
2009;7,7687245421549544;São José do Rio Claro;5107305;Mato Grosso
2010;4,584972456493855;São José do Rio Claro;5107305;Mato Grosso
2011;10,348519821377163;São José do Rio Claro;5107305;Mato Grosso
2012;5,848486883541196;São José do Rio Claro;5107305;Mato Grosso
2013;15,519414543060897;São José do Rio Claro;5107305;Mato Grosso
2014;13,401706677894392;São José do Rio Claro;5107305;Mato Grosso
2015;19,24729377953952;São José do Rio Claro;5107305;Mato Grosso
2016;6,479074547066268;São José do Rio Claro;5107305;Mato Grosso
2017;15,603531486954395;São José do Rio Claro;5107305;Mato Grosso
2018;10,323180107169923;São José do Rio Claro;5107305;Mato Grosso
2019;6,267789850069378;São José do Rio Claro;5107305;Mato Grosso
2020;2,3798337878454046;São José do Rio Claro;5107305;Mato Grosso
2021;19,601843453551297;São José do Rio Claro;5107305;Mato Grosso
2022;14,98631470177178;São José do Rio Claro;5107305;Mato Grosso
2023;8,392361467695155;São José do Rio Claro;5107305;Mato Grosso
2024;29,526608133838156;São José do Rio Claro;5107305;Mato Grosso
2025;4,855267790472633;São José do Rio Claro;5107305;Mato Grosso
2007;4326,182341044026;São José do Xingu;5107354;Mato Grosso
2008;93,83134265762783;São José do Xingu;5107354;Mato Grosso
2009;5,962555811032691;São José do Xingu;5107354;Mato Grosso
2010;6,837792861248935;São José do Xingu;5107354;Mato Grosso
2011;5,928363801677607;São José do Xingu;5107354;Mato Grosso
2012;19,073409027464557;São José do Xingu;5107354;Mato Grosso
2013;1,6577634961311876;São José do Xingu;5107354;Mato Grosso
2014;2,474985096364053;São José do Xingu;5107354;Mato Grosso
2015;11,996234201672925;São José do Xingu;5107354;Mato Grosso
2016;1,3608343238888743;São José do Xingu;5107354;Mato Grosso
2017;2,0205677249878713;São José do Xingu;5107354;Mato Grosso
2018;5,764094690215348;São José do Xingu;5107354;Mato Grosso
2019;3,877478122032973;São José do Xingu;5107354;Mato Grosso
2020;1,1962376722019432;São José do Xingu;5107354;Mato Grosso
2021;1,6060909210453718;São José do Xingu;5107354;Mato Grosso
2022;6,02508426604075;São José do Xingu;5107354;Mato Grosso
2023;4,589975950569989;São José do Xingu;5107354;Mato Grosso
2024;9,25744679024098;São José do Xingu;5107354;Mato Grosso
2025;79,90731940560694;São José do Xingu;5107354;Mato Grosso
2007;1190,1293811948253;São José dos Quatro Marcos;5107107;Mato Grosso
2008;1,6841508714010975;São José dos Quatro Marcos;5107107;Mato Grosso
2009;0,8951517273041134;São José dos Quatro Marcos;5107107;Mato Grosso
2010;2,0975495482204707;São José dos Quatro Marcos;5107107;Mato Grosso
2011;0,9986123390825565;São José dos Quatro Marcos;5107107;Mato Grosso
2012;0,6087282811889815;São José dos Quatro Marcos;5107107;Mato Grosso
2013;0,3210103223553051;São José dos Quatro Marcos;5107107;Mato Grosso
2014;0,32028495836744114;São José dos Quatro Marcos;5107107;Mato Grosso
2015;0,5694191077664276;São José dos Quatro Marcos;5107107;Mato Grosso
2016;0,1171028114180742;São José dos Quatro Marcos;5107107;Mato Grosso
2017;0;São José dos Quatro Marcos;5107107;Mato Grosso
2018;0,23335751036534008;São José dos Quatro Marcos;5107107;Mato Grosso
2019;0,863841256350725;São José dos Quatro Marcos;5107107;Mato Grosso
2020;0,2961953463118817;São José dos Quatro Marcos;5107107;Mato Grosso
2021;0,16455475094494917;São José dos Quatro Marcos;5107107;Mato Grosso
2022;0;São José dos Quatro Marcos;5107107;Mato Grosso
2023;0;São José dos Quatro Marcos;5107107;Mato Grosso
2024;0;São José dos Quatro Marcos;5107107;Mato Grosso
2025;0;São José dos Quatro Marcos;5107107;Mato Grosso
2007;2523,245313317653;Tabaporã;5107941;Mato Grosso
2008;65,70787431448586;Tabaporã;5107941;Mato Grosso
2009;8,7803056891807;Tabaporã;5107941;Mato Grosso
2010;9,454568430557874;Tabaporã;5107941;Mato Grosso
2011;13,127291708723602;Tabaporã;5107941;Mato Grosso
2012;15,555604616398512;Tabaporã;5107941;Mato Grosso
2013;30,209722256983845;Tabaporã;5107941;Mato Grosso
2014;16,104145539962563;Tabaporã;5107941;Mato Grosso
2015;10,928030853940706;Tabaporã;5107941;Mato Grosso
2016;9,753419249787466;Tabaporã;5107941;Mato Grosso
2017;27,83793438356808;Tabaporã;5107941;Mato Grosso
2018;8,918341002936119;Tabaporã;5107941;Mato Grosso
2019;18,055605076340395;Tabaporã;5107941;Mato Grosso
2020;7,0924031055587875;Tabaporã;5107941;Mato Grosso
2021;23,102007902289877;Tabaporã;5107941;Mato Grosso
2022;30,629805987784238;Tabaporã;5107941;Mato Grosso
2023;30,437631956379846;Tabaporã;5107941;Mato Grosso
2024;7,42645054137134;Tabaporã;5107941;Mato Grosso
2025;15,472892758404406;Tabaporã;5107941;Mato Grosso
2007;2364,2786359454767;Tangará da Serra;5107958;Mato Grosso
2008;4,633221693158083;Tangará da Serra;5107958;Mato Grosso
2009;1,4457470418109506;Tangará da Serra;5107958;Mato Grosso
2010;1,2106185895115562;Tangará da Serra;5107958;Mato Grosso
2011;0,4641163296769045;Tangará da Serra;5107958;Mato Grosso
2012;0,2010420152546481;Tangará da Serra;5107958;Mato Grosso
2013;0,8841284941659867;Tangará da Serra;5107958;Mato Grosso
2014;0,23001293403329734;Tangará da Serra;5107958;Mato Grosso
2015;0,7475318000150232;Tangará da Serra;5107958;Mato Grosso
2016;0,8532711836614401;Tangará da Serra;5107958;Mato Grosso
2017;0,4449370602648322;Tangará da Serra;5107958;Mato Grosso
2018;0,651892108036659;Tangará da Serra;5107958;Mato Grosso
2019;3,142741448592547;Tangará da Serra;5107958;Mato Grosso
2020;0,6173643413129104;Tangará da Serra;5107958;Mato Grosso
2021;0,27251154581939707;Tangará da Serra;5107958;Mato Grosso
2022;0,08237176353459952;Tangará da Serra;5107958;Mato Grosso
2023;0;Tangará da Serra;5107958;Mato Grosso
2024;0,16150489210478225;Tangará da Serra;5107958;Mato Grosso
2025;0;Tangará da Serra;5107958;Mato Grosso
2007;1884,5934237182244;Tapurah;5108006;Mato Grosso
2008;10,066460270397089;Tapurah;5108006;Mato Grosso
2009;7,290682325375548;Tapurah;5108006;Mato Grosso
2010;13,746539990590996;Tapurah;5108006;Mato Grosso
2011;19,83302368316612;Tapurah;5108006;Mato Grosso
2012;4,244371090508731;Tapurah;5108006;Mato Grosso
2013;16,14222486337554;Tapurah;5108006;Mato Grosso
2014;7,858782805396401;Tapurah;5108006;Mato Grosso
2015;16,98370676404837;Tapurah;5108006;Mato Grosso
2016;7,400304758669043;Tapurah;5108006;Mato Grosso
2017;7,23131962746314;Tapurah;5108006;Mato Grosso
2018;9,012654784205237;Tapurah;5108006;Mato Grosso
2019;2,213664685978788;Tapurah;5108006;Mato Grosso
2020;5,3119273612398255;Tapurah;5108006;Mato Grosso
2021;2,91850107276161;Tapurah;5108006;Mato Grosso
2022;4,6321425119766495;Tapurah;5108006;Mato Grosso
2023;10,199687329900032;Tapurah;5108006;Mato Grosso
2024;9,943625641462283;Tapurah;5108006;Mato Grosso
2025;10,570955117304006;Tapurah;5108006;Mato Grosso
2007;2135,8341291753222;Terra Nova do Norte;5108055;Mato Grosso
2008;20,427091013280112;Terra Nova do Norte;5108055;Mato Grosso
2009;11,611655958363588;Terra Nova do Norte;5108055;Mato Grosso
2010;4,800910071052762;Terra Nova do Norte;5108055;Mato Grosso
2011;4,483952560984197;Terra Nova do Norte;5108055;Mato Grosso
2012;4,31773490762599;Terra Nova do Norte;5108055;Mato Grosso
2013;7,670840030259639;Terra Nova do Norte;5108055;Mato Grosso
2014;3,416669119602186;Terra Nova do Norte;5108055;Mato Grosso
2015;2,236648656176708;Terra Nova do Norte;5108055;Mato Grosso
2016;6,004793962204524;Terra Nova do Norte;5108055;Mato Grosso
2017;4,384366462928858;Terra Nova do Norte;5108055;Mato Grosso
2018;4,87719980846576;Terra Nova do Norte;5108055;Mato Grosso
2019;6,948585450175493;Terra Nova do Norte;5108055;Mato Grosso
2020;1,507544572081428;Terra Nova do Norte;5108055;Mato Grosso
2021;2,8160085142858793;Terra Nova do Norte;5108055;Mato Grosso
2022;2,186088123138333;Terra Nova do Norte;5108055;Mato Grosso
2023;0,48994974682385106;Terra Nova do Norte;5108055;Mato Grosso
2024;2,468003715347223;Terra Nova do Norte;5108055;Mato Grosso
2025;0,5562396657932314;Terra Nova do Norte;5108055;Mato Grosso
2007;1231,3757028637535;União do Sul;5108303;Mato Grosso
2008;38,84373214940076;União do Sul;5108303;Mato Grosso
2009;2,964289268836113;União do Sul;5108303;Mato Grosso
2010;8,891467748012838;União do Sul;5108303;Mato Grosso
2011;11,13161033953548;União do Sul;5108303;Mato Grosso
2012;15,797010178834988;União do Sul;5108303;Mato Grosso
2013;12,956148086059496;União do Sul;5108303;Mato Grosso
2014;16,70980397178404;União do Sul;5108303;Mato Grosso
2015;38,57366420353803;União do Sul;5108303;Mato Grosso
2016;24,08823940193875;União do Sul;5108303;Mato Grosso
2017;45,902618307045;União do Sul;5108303;Mato Grosso
2018;28,527379458472588;União do Sul;5108303;Mato Grosso
2019;62,46998911425208;União do Sul;5108303;Mato Grosso
2020;133,77488111521052;União do Sul;5108303;Mato Grosso
2021;67,29500149204945;União do Sul;5108303;Mato Grosso
2022;56,980270347866444;União do Sul;5108303;Mato Grosso
2023;92,88299441972475;União do Sul;5108303;Mato Grosso
2024;43,04683683134767;União do Sul;5108303;Mato Grosso
2025;73,89616904607279;União do Sul;5108303;Mato Grosso
2007;580,6214750279365;Vale de São Domingos;5108352;Mato Grosso
2008;0,8557611190215948;Vale de São Domingos;5108352;Mato Grosso
2009;0,3376694933432914;Vale de São Domingos;5108352;Mato Grosso
2010;0,7218662825227927;Vale de São Domingos;5108352;Mato Grosso
2011;0;Vale de São Domingos;5108352;Mato Grosso
2012;0;Vale de São Domingos;5108352;Mato Grosso
2013;0,07307573895605847;Vale de São Domingos;5108352;Mato Grosso
2014;0,1439082933726725;Vale de São Domingos;5108352;Mato Grosso
2015;0,3430906076476414;Vale de São Domingos;5108352;Mato Grosso
2016;0,09154647132719401;Vale de São Domingos;5108352;Mato Grosso
2017;0,1131766173504796;Vale de São Domingos;5108352;Mato Grosso
2018;0;Vale de São Domingos;5108352;Mato Grosso
2019;0;Vale de São Domingos;5108352;Mato Grosso
2020;0,15471967068472597;Vale de São Domingos;5108352;Mato Grosso
2021;0,5414004097443249;Vale de São Domingos;5108352;Mato Grosso
2022;0,14824824538875286;Vale de São Domingos;5108352;Mato Grosso
2023;0,06956395698920381;Vale de São Domingos;5108352;Mato Grosso
2024;0;Vale de São Domingos;5108352;Mato Grosso
2025;0;Vale de São Domingos;5108352;Mato Grosso
2007;2011,37279952848;Vera;5108501;Mato Grosso
2008;5,951034457260364;Vera;5108501;Mato Grosso
2009;3,314624971440604;Vera;5108501;Mato Grosso
2010;1,0859313388518175;Vera;5108501;Mato Grosso
2011;1,6792542879829973;Vera;5108501;Mato Grosso
2012;2,9107949038665955;Vera;5108501;Mato Grosso
2013;1,5241739779979262;Vera;5108501;Mato Grosso
2014;10,418715973498836;Vera;5108501;Mato Grosso
2015;7,178325147977826;Vera;5108501;Mato Grosso
2016;2,070565137506003;Vera;5108501;Mato Grosso
2017;4,168126207416769;Vera;5108501;Mato Grosso
2018;6,905432363988736;Vera;5108501;Mato Grosso
2019;2,1851413787480536;Vera;5108501;Mato Grosso
2020;1,9524345785256918;Vera;5108501;Mato Grosso
2021;12,840264787275661;Vera;5108501;Mato Grosso
2022;2,8663190597573442;Vera;5108501;Mato Grosso
2023;1,572217171515703;Vera;5108501;Mato Grosso
2024;1,0353245164097937;Vera;5108501;Mato Grosso
2025;0,13514986025893858;Vera;5108501;Mato Grosso
2007;4638,760434410479;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2008;36,44537174050413;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2009;24,091721743220454;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2010;26,034406588725588;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2011;17,77450963567275;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2012;11,345697801866834;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2013;10,001332869214288;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2014;12,880299974295928;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2015;7,662576619055471;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2016;14,224284775934091;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2017;17,052545957785203;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2018;9,762487232852532;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2019;8,70679095594859;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2020;11,176075672964432;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2021;5,320254420989367;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2022;4,706418495986955;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2023;13,612702164921032;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2024;19,49089672281099;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2025;5,502072812817006;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2007;4673,282703659975;Vila Rica;5108600;Mato Grosso
2008;77,98550979502276;Vila Rica;5108600;Mato Grosso
2009;7,704506218111158;Vila Rica;5108600;Mato Grosso
2010;6,304927733343353;Vila Rica;5108600;Mato Grosso
2011;12,501827427317023;Vila Rica;5108600;Mato Grosso
2012;11,594324681303888;Vila Rica;5108600;Mato Grosso
2013;7,9344887913933455;Vila Rica;5108600;Mato Grosso
2014;4,962065338796145;Vila Rica;5108600;Mato Grosso
2015;6,342168740972073;Vila Rica;5108600;Mato Grosso
2016;5,730337328275227;Vila Rica;5108600;Mato Grosso
2017;5,726181062084874;Vila Rica;5108600;Mato Grosso
2018;3,136709852330984;Vila Rica;5108600;Mato Grosso
2019;5,715221832265433;Vila Rica;5108600;Mato Grosso
2020;4,55625208098585;Vila Rica;5108600;Mato Grosso
2021;22,051089248598487;Vila Rica;5108600;Mato Grosso
2022;8,631507217357536;Vila Rica;5108600;Mato Grosso
2023;12,91108048107672;Vila Rica;5108600;Mato Grosso
2024;4,080815473091516;Vila Rica;5108600;Mato Grosso
2025;6,907458601786578;Vila Rica;5108600;Mato Grosso
2007;0,05136612464287092;Água Boa;5100201;Mato Grosso
2008;0;Água Boa;5100201;Mato Grosso
2009;0;Água Boa;5100201;Mato Grosso
2010;0;Água Boa;5100201;Mato Grosso
2011;0;Água Boa;5100201;Mato Grosso
2012;0;Água Boa;5100201;Mato Grosso
2013;0;Água Boa;5100201;Mato Grosso
2014;0;Água Boa;5100201;Mato Grosso
2015;0;Água Boa;5100201;Mato Grosso
2016;0;Água Boa;5100201;Mato Grosso
2017;0;Água Boa;5100201;Mato Grosso
2018;0;Água Boa;5100201;Mato Grosso
2019;0;Água Boa;5100201;Mato Grosso
2020;0;Água Boa;5100201;Mato Grosso
2021;0;Água Boa;5100201;Mato Grosso
2022;0;Água Boa;5100201;Mato Grosso
2023;0;Água Boa;5100201;Mato Grosso
2024;0;Água Boa;5100201;Mato Grosso
2025;0;Água Boa;5100201;Mato Grosso
2007;711,3311204467445;Abaetetuba;1500107;Pará
2008;1,2424613960406483;Abaetetuba;1500107;Pará
2009;2,9896739671441384;Abaetetuba;1500107;Pará
2010;3,828982988404003;Abaetetuba;1500107;Pará
2011;0,8320869368759732;Abaetetuba;1500107;Pará
2012;2,2409178045255667;Abaetetuba;1500107;Pará
2013;0,4211711114949587;Abaetetuba;1500107;Pará
2014;0,24393938816254684;Abaetetuba;1500107;Pará
2015;0,5861482651370755;Abaetetuba;1500107;Pará
2016;0,38566900677358845;Abaetetuba;1500107;Pará
2017;1,1789234140946439;Abaetetuba;1500107;Pará
2018;0,6396519104085197;Abaetetuba;1500107;Pará
2019;0,34012307716864576;Abaetetuba;1500107;Pará
2020;1,2244934108909973;Abaetetuba;1500107;Pará
2021;1,6968263947692084;Abaetetuba;1500107;Pará
2022;0,40692128888718515;Abaetetuba;1500107;Pará
2023;0,31446348207890373;Abaetetuba;1500107;Pará
2024;0,564819261076703;Abaetetuba;1500107;Pará
2025;0,06366980685833969;Abaetetuba;1500107;Pará
2007;552,6052763897559;Abel Figueiredo;1500131;Pará
2008;2,0430416513786884;Abel Figueiredo;1500131;Pará
2009;1,0405524218156907;Abel Figueiredo;1500131;Pará
2010;1,7377752785837388;Abel Figueiredo;1500131;Pará
2011;0,4365702380418011;Abel Figueiredo;1500131;Pará
2012;0;Abel Figueiredo;1500131;Pará
2013;0,3560808950647518;Abel Figueiredo;1500131;Pará
2014;0,4211885291934159;Abel Figueiredo;1500131;Pará
2015;0,16443858848381349;Abel Figueiredo;1500131;Pará
2016;0,5040841573115532;Abel Figueiredo;1500131;Pará
2017;0,24025534227875164;Abel Figueiredo;1500131;Pará
2018;0,9512146036108311;Abel Figueiredo;1500131;Pará
2019;4,15350602763559;Abel Figueiredo;1500131;Pará
2020;1,2131280513375868;Abel Figueiredo;1500131;Pará
2021;2,0720799526426372;Abel Figueiredo;1500131;Pará
2022;2,7259403529906536;Abel Figueiredo;1500131;Pará
2023;1,5330048363633841;Abel Figueiredo;1500131;Pará
2024;0,1749114187281471;Abel Figueiredo;1500131;Pará
2025;0,2947693631996502;Abel Figueiredo;1500131;Pará
2007;2418,879736531211;Acará;1500206;Pará
2008;47,75979073362772;Acará;1500206;Pará
2009;11,895465461233393;Acará;1500206;Pará
2010;30,159612138844146;Acará;1500206;Pará
2011;15,006883208148226;Acará;1500206;Pará
2012;4,814033032700881;Acará;1500206;Pará
2013;18,270716486079593;Acará;1500206;Pará
2014;5,83437909133589;Acará;1500206;Pará
2015;7,0073307945292695;Acará;1500206;Pará
2016;7,2124247529267365;Acará;1500206;Pará
2017;18,538495418288495;Acará;1500206;Pará
2018;16,741227892081895;Acará;1500206;Pará
2019;18,166062981717896;Acará;1500206;Pará
2020;15,667076604935529;Acará;1500206;Pará
2021;10,313944805050069;Acará;1500206;Pará
2022;5,708182167912454;Acará;1500206;Pará
2023;8,364719684756745;Acará;1500206;Pará
2024;12,631644562044881;Acará;1500206;Pará
2025;11,137305451264574;Acará;1500206;Pará
2007;36,289367437628684;Afuá;1500305;Pará
2008;0,13358219398874938;Afuá;1500305;Pará
2009;0;Afuá;1500305;Pará
2010;1,731958207326176;Afuá;1500305;Pará
2011;0;Afuá;1500305;Pará
2012;0,1505112159814593;Afuá;1500305;Pará
2013;0,07392782951993802;Afuá;1500305;Pará
2014;0,1718992149488084;Afuá;1500305;Pará
2015;0;Afuá;1500305;Pará
2016;0;Afuá;1500305;Pará
2017;0,12054717214421601;Afuá;1500305;Pará
2018;0;Afuá;1500305;Pará
2019;0,10780247927735778;Afuá;1500305;Pará
2020;0;Afuá;1500305;Pará
2021;0;Afuá;1500305;Pará
2022;0,1646513047767604;Afuá;1500305;Pará
2023;0,2720332687560229;Afuá;1500305;Pará
2024;0,5997681906941906;Afuá;1500305;Pará
2025;0;Afuá;1500305;Pará
2007;2498,1906437494977;Alenquer;1500404;Pará
2008;39,557240452883;Alenquer;1500404;Pará
2009;18,50562281986036;Alenquer;1500404;Pará
2010;27,531522311222368;Alenquer;1500404;Pará
2011;21,868445333636018;Alenquer;1500404;Pará
2012;14,859315120466436;Alenquer;1500404;Pará
2013;17,81167175597412;Alenquer;1500404;Pará
2014;16,44243561064988;Alenquer;1500404;Pará
2015;15,128940495389509;Alenquer;1500404;Pará
2016;16,19966140323149;Alenquer;1500404;Pará
2017;27,468203761439945;Alenquer;1500404;Pará
2018;22,030683395724587;Alenquer;1500404;Pará
2019;19,838918077902523;Alenquer;1500404;Pará
2020;32,85922830707328;Alenquer;1500404;Pará
2021;31,91596844643217;Alenquer;1500404;Pará
2022;29,035139589538314;Alenquer;1500404;Pará
2023;22,29075188181386;Alenquer;1500404;Pará
2024;34,96254954941639;Alenquer;1500404;Pará
2025;21,82050759070802;Alenquer;1500404;Pará
2007;1901,1686084871073;Almeirim;1500503;Pará
2008;59,026652078546164;Almeirim;1500503;Pará
2009;23,343076159932554;Almeirim;1500503;Pará
2010;38,543892913772595;Almeirim;1500503;Pará
2011;6,486189809949351;Almeirim;1500503;Pará
2012;19,48644721679616;Almeirim;1500503;Pará
2013;9,176219814074237;Almeirim;1500503;Pará
2014;23,479652199468855;Almeirim;1500503;Pará
2015;12,13869525635741;Almeirim;1500503;Pará
2016;14,965068574849731;Almeirim;1500503;Pará
2017;20,79911604055541;Almeirim;1500503;Pará
2018;18,592882386092775;Almeirim;1500503;Pará
2019;29,672443651653868;Almeirim;1500503;Pará
2020;24,701397984031885;Almeirim;1500503;Pará
2021;31,54041045068004;Almeirim;1500503;Pará
2022;18,384386711851114;Almeirim;1500503;Pará
2023;22,806555815815436;Almeirim;1500503;Pará
2024;43,90944185306893;Almeirim;1500503;Pará
2025;51,2627446139753;Almeirim;1500503;Pará
2007;6811,9572423534155;Altamira;1500602;Pará
2008;339,5313878549098;Altamira;1500602;Pará
2009;388,93491380833245;Altamira;1500602;Pará
2010;193,85133813668025;Altamira;1500602;Pará
2011;249,89502871331402;Altamira;1500602;Pará
2012;228,95971312350625;Altamira;1500602;Pará
2013;296,53594671177103;Altamira;1500602;Pará
2014;294,1572041187746;Altamira;1500602;Pará
2015;308,177998132238;Altamira;1500602;Pará
2016;408,72445826550717;Altamira;1500602;Pará
2017;224,21671529557247;Altamira;1500602;Pará
2018;429,95283498802166;Altamira;1500602;Pará
2019;575,0756803953026;Altamira;1500602;Pará
2020;797,4785047389884;Altamira;1500602;Pará
2021;765,528785884293;Altamira;1500602;Pará
2022;626,0212773738943;Altamira;1500602;Pará
2023;317,696128130925;Altamira;1500602;Pará
2024;166,6297592074897;Altamira;1500602;Pará
2025;130,1730040370434;Altamira;1500602;Pará
2007;206,93165799255812;Anajás;1500701;Pará
2008;0;Anajás;1500701;Pará
2009;1,0282892853448495;Anajás;1500701;Pará
